TIME,R1,MYO1,R2,MYO2,APPARENT_07_21_RHO,APPARENT_35_21_RHO,CCR
0.377,135.326,0.058,203.424,-12.136,5.952,5.965,4525.0
0.378,135.327,-0.004,203.425,-0.01,5.952,5.965,4525.0
0.379,135.328,-0.028,203.426,7.517,5.952,5.965,4525.0
0.38,135.329,-0.009,203.427,-0.01,5.952,5.965,4525.0
0.381,135.33,-0.148,203.428,30.407,5.952,5.965,4525.0
0.382,135.331,-0.01,203.429,-0.04,5.952,5.965,4525.0
0.383,135.332,-0.265,203.43,48.102,5.952,5.965,4525.0
0.384,135.333,0.006,203.431,0.032,5.952,5.965,4525.0
0.385,135.334,0.661,203.433,-126.105,5.952,5.965,4525.0
0.386,135.335,0.018,203.434,0.041,5.952,5.965,4525.0
0.387,135.337,-0.254,203.435,46.385,5.952,5.965,4525.0
0.388,135.338,-0.003,203.436,-0.022,5.952,5.965,4525.0
0.389,135.339,-0.133,203.437,28.055,5.953,5.965,4525.0
0.39,135.34,-0.002,203.438,-0.017,5.953,5.965,4525.0
0.391,135.34,-0.033,203.439,6.419,5.953,5.965,4525.0
0.392,135.341,-0.028,203.44,-0.026,5.953,5.965,4525.0
0.393,135.342,0.054,203.441,-10.369,5.953,5.965,4525.0
0.394,135.342,0.011,203.443,0.017,5.953,5.965,4525.0
0.395,135.343,0.094,203.444,-15.992,5.953,5.965,4525.0
0.396,135.344,0.028,203.445,0.049,5.953,5.965,4525.0
0.397,135.344,0.024,203.446,-9.807,5.953,5.965,4525.0
0.398,135.345,-0.007,203.447,-0.016,5.953,5.965,4525.0
0.399,135.346,-0.026,203.448,6.032,5.953,5.965,4525.0
0.4,135.347,-0.019,203.45,-0.026,5.953,5.965,4525.0
0.401,135.348,-0.113,203.452,24.483,5.953,5.966,4526.0
0.402,135.35,-0.004,203.454,-0.018,5.953,5.966,4526.0
0.403,135.351,-0.179,203.456,38.758,5.953,5.966,4526.0
0.404,135.353,0.016,203.458,0.025,5.953,5.966,4526.0
0.405,135.354,0.476,203.46,-101.582,5.953,5.966,4526.0
0.406,135.355,0.008,203.461,0.014,5.953,5.966,4526.0
0.407,135.357,-0.178,203.463,37.387,5.953,5.966,4526.0
