TIME_s,R1_Ω,MYO1_mV,R2_Ω,MYO2_mV,APPARENT_07_21_RHO_Ω·m,APPARENT_35_21_RHO_Ω·m,CCR_Ω
0.127,124.039,0.028,204.309,0.089,5.456,5.991,4033.0
0.128,124.04,0.007,204.31,0.041,5.456,5.991,4033.0
0.129,124.041,-0.068,204.31,0.023,5.456,5.991,4033.0
0.13,124.042,-0.056,204.312,-0.114,5.456,5.991,4033.0
0.131,124.043,0.063,204.314,-0.107,5.456,5.991,4033.0
0.132,124.044,0.055,204.316,0.008,5.456,5.991,4033.0
0.133,124.045,-0.03,204.318,0.022,5.456,5.991,4033.0
0.134,124.046,-0.021,204.32,-0.004,5.456,5.991,4033.0
0.135,124.047,0.009,204.322,-0.024,5.456,5.991,4033.0
0.136,124.048,-0.023,204.324,0.004,5.456,5.991,4033.0
0.137,124.049,-0.017,204.326,0.038,5.456,5.991,4033.0
0.138,124.05,0.009,204.328,0.018,5.456,5.991,4033.0
0.139,124.051,0.013,204.33,0.068,5.456,5.991,4034.0
0.14,124.052,0.07,204.33,0.107,5.456,5.991,4034.0
0.141,124.054,-0.014,204.33,-0.041,5.456,5.991,4034.0
0.142,124.056,-0.127,204.33,-0.17,5.456,5.991,4034.0
0.143,124.058,0.015,204.331,-0.115,5.456,5.991,4034.0
0.144,124.06,0.06,204.331,-0.026,5.456,5.991,4034.0
0.145,124.062,-0.026,204.331,0.038,5.457,5.991,4034.0
0.146,124.064,0.018,204.331,0.088,5.457,5.991,4034.0
0.147,124.066,0.032,204.332,0.097,5.457,5.991,4034.0
0.148,124.068,0.0,204.332,0.054,5.457,5.991,4034.0
0.149,124.07,-0.007,204.332,0.007,5.457,5.991,4034.0
0.15,124.072,-0.039,204.334,-0.019,5.457,5.991,4034.0
0.151,124.073,-0.032,204.336,-0.095,5.457,5.991,4034.0
0.152,124.075,0.027,204.339,-0.049,5.457,5.992,4034.0
0.153,124.076,0.019,204.341,0.01,5.457,5.992,4034.0
0.154,124.078,-0.017,204.343,-0.029,5.457,5.992,4034.0
0.155,124.079,-0.001,204.345,0.036,5.457,5.992,4033.0
0.156,124.081,-0.005,204.347,-0.032,5.457,5.992,4033.0
0.157,124.082,0.002,204.349,-0.037,5.457,5.992,4033.0
0.158,124.084,0.012,204.351,0.104,5.457,5.992,4033.0
0.159,124.085,0.016,204.354,0.033,5.458,5.992,4033.0
0.16,124.086,0.045,204.353,0.053,5.458,5.992,4033.0
0.161,124.087,-0.045,204.353,0.035,5.458,5.992,4033.0
0.162,124.088,-0.098,204.353,-0.138,5.458,5.992,4033.0
0.163,124.089,0.028,204.353,-0.088,5.458,5.992,4033.0
0.164,124.09,0.034,204.352,-0.018,5.458,5.992,4033.0
0.165,124.091,-0.02,204.352,0.011,5.458,5.992,4033.0
0.166,124.092,0.034,204.352,0.091,5.458,5.992,4033.0
0.167,124.093,0.01,204.352,0.045,5.458,5.992,4033.0
0.168,124.094,0.017,204.352,0.017,5.458,5.992,4033.0
0.169,124.095,0.051,204.351,0.039,5.458,5.992,4033.0
0.17,124.094,-0.088,204.35,-0.06,5.458,5.992,4033.0
0.171,124.094,-0.076,204.349,-0.086,5.458,5.992,4033.0
0.172,124.093,0.058,204.348,0.015,5.458,5.992,4033.0
0.173,124.093,0.018,204.348,0.006,5.458,5.992,4033.0
0.174,124.092,-0.002,204.347,-0.025,5.458,5.992,4033.0
0.175,124.091,0.007,204.346,0.029,5.458,5.992,4033.0
0.176,124.091,-0.029,204.345,-0.002,5.458,5.992,4033.0
0.177,124.09,-0.019,204.344,0.001,5.458,5.992,4033.0
0.178,124.09,0.027,204.343,0.06,5.458,5.992,4033.0
0.179,124.089,0.045,204.342,0.009,5.458,5.992,4033.0
0.18,124.088,0.012,204.34,0.033,5.458,5.992,4033.0
0.181,124.087,-0.031,204.338,-0.006,5.458,5.992,4033.0
0.182,124.086,-0.062,204.336,-0.133,5.458,5.991,4033.0
0.183,124.085,0.004,204.333,-0.052,5.458,5.991,4033.0
0.184,124.084,0.04,204.331,0.015,5.457,5.991,4033.0
0.185,124.083,-0.003,204.329,0.008,5.457,5.991,4033.0
0.186,124.082,0.026,204.327,0.069,5.457,5.991,4033.0
0.187,124.081,0.004,204.325,0.069,5.457,5.991,4033.0
0.188,124.08,-0.02,204.323,0.023,5.457,5.991,4032.0
0.189,124.079,-0.037,204.321,0.013,5.457,5.991,4032.0
0.19,124.076,-0.058,204.317,-0.04,5.457,5.991,4032.0
0.191,124.074,0.049,204.314,-0.067,5.457,5.991,4032.0
0.192,124.072,0.062,204.31,-0.003,5.457,5.991,4032.0
0.193,124.069,-0.006,204.306,-0.01,5.457,5.991,4032.0
0.194,124.067,-0.005,204.303,-0.007,5.457,5.99,4032.0
0.195,124.065,-0.008,204.299,0.011,5.457,5.99,4032.0
0.196,124.062,-0.029,204.296,-0.029,5.457,5.99,4031.0
0.197,124.06,-0.015,204.292,0.003,5.456,5.99,4031.0
0.198,124.058,0.034,204.288,-0.007,5.456,5.99,4031.0
0.199,124.055,0.018,204.285,0.036,5.456,5.99,4031.0
0.2,124.052,0.018,204.279,0.135,5.456,5.99,4031.0
0.201,124.049,-0.038,204.273,0.026,5.456,5.99,4031.0
0.202,124.046,-0.121,204.267,-0.101,5.456,5.989,4031.0
0.203,124.043,0.032,204.261,-0.106,5.456,5.989,4031.0
0.204,124.04,0.087,204.256,-0.019,5.456,5.989,4031.0
0.205,124.037,0.007,204.25,0.043,5.455,5.989,4031.0
0.206,124.034,0.031,204.244,0.03,5.455,5.989,4030.0
0.207,124.031,-0.006,204.238,0.032,5.455,5.989,4030.0
0.208,124.028,-0.005,204.232,-0.008,5.455,5.988,4030.0
0.209,124.025,-0.013,204.226,0.005,5.455,5.988,4030.0
0.21,124.023,-0.082,204.222,-0.032,5.455,5.988,4030.0
0.211,124.022,0.008,204.218,-0.049,5.455,5.988,4030.0
0.212,124.02,0.068,204.213,0.08,5.455,5.988,4030.0
0.213,124.018,-0.013,204.209,0.007,5.455,5.988,4030.0
0.214,124.017,-0.016,204.205,-0.046,5.455,5.988,4030.0
0.215,124.015,0.028,204.201,0.031,5.454,5.987,4030.0
0.216,124.014,-0.021,204.196,0.005,5.454,5.987,4030.0
0.217,124.012,-0.041,204.192,-0.009,5.454,5.987,4029.0
0.218,124.01,-0.014,204.188,-0.024,5.454,5.987,4029.0
0.219,124.009,-0.002,204.183,0.001,5.454,5.987,4029.0
0.22,124.007,0.064,204.177,0.043,5.454,5.987,4029.0
0.221,124.004,0.033,204.172,-0.003,5.454,5.987,4029.0
0.222,124.002,-0.022,204.166,-0.049,5.454,5.986,4029.0
0.223,124.0,0.027,204.16,-0.033,5.454,5.986,4029.0
0.224,123.997,-0.01,204.154,0.015,5.454,5.986,4029.0
0.225,123.995,-0.042,204.148,0.042,5.454,5.986,4029.0
0.226,123.993,-0.018,204.143,0.042,5.453,5.986,4029.0
0.227,123.99,-0.002,204.137,0.011,5.453,5.986,4029.0
0.228,123.988,0.008,204.131,-0.019,5.453,5.985,4029.0
0.229,123.986,-0.03,204.125,-0.035,5.453,5.985,4029.0
0.23,123.984,-0.018,204.12,-0.023,5.453,5.985,4028.0
0.231,123.983,0.044,204.114,-0.014,5.453,5.985,4028.0
0.232,123.982,0.05,204.109,-0.018,5.453,5.985,4028.0
0.233,123.98,0.002,204.103,0.017,5.453,5.985,4028.0
0.234,123.979,-0.014,204.098,0.022,5.453,5.984,4028.0
0.235,123.977,-0.005,204.092,0.039,5.453,5.984,4028.0
0.236,123.976,-0.046,204.087,0.029,5.453,5.984,4028.0
0.237,123.975,-0.03,204.082,-0.038,5.453,5.984,4028.0
0.238,123.973,0.021,204.076,-0.011,5.453,5.984,4028.0
0.239,123.972,0.049,204.071,0.015,5.453,5.984,4028.0
0.24,123.971,0.059,204.067,0.005,5.453,5.984,4028.0
0.241,123.971,-0.025,204.062,0.032,5.453,5.983,4027.0
0.242,123.97,-0.07,204.058,-0.056,5.452,5.983,4027.0
0.243,123.969,-0.017,204.054,-0.14,5.452,5.983,4027.0
0.244,123.969,0.009,204.05,0.004,5.452,5.983,4027.0
0.245,123.968,-0.005,204.046,0.063,5.452,5.983,4027.0
0.246,123.967,0.004,204.042,0.051,5.452,5.983,4027.0
0.247,123.966,0.032,204.037,0.103,5.452,5.983,4027.0
0.248,123.966,0.012,204.033,0.019,5.452,5.983,4026.0
0.249,123.965,0.005,204.029,0.002,5.452,5.982,4026.0
0.25,123.965,-0.022,204.026,-0.029,5.452,5.982,4026.0
0.251,123.965,-0.043,204.023,-0.104,5.452,5.982,4026.0
0.252,123.965,0.039,204.02,-0.024,5.452,5.982,4026.0
0.253,123.965,0.035,204.017,-0.008,5.452,5.982,4026.0
0.254,123.965,-0.011,204.014,-0.019,5.452,5.982,4026.0
0.255,123.965,-0.003,204.011,0.012,5.452,5.982,4026.0
0.256,123.966,-0.037,204.007,0.048,5.452,5.982,4026.0
0.257,123.966,-0.027,204.004,0.053,5.452,5.982,4026.0
0.258,123.966,0.017,204.001,0.005,5.452,5.982,4026.0
0.259,123.966,0.033,203.998,0.005,5.452,5.982,4026.0
0.26,123.964,0.027,203.994,0.012,5.452,5.981,4026.0
0.261,123.962,-0.015,203.989,-0.018,5.452,5.981,4026.0
0.262,123.961,-0.043,203.985,-0.078,5.452,5.981,4026.0
0.263,123.959,-0.001,203.98,-0.031,5.452,5.981,4026.0
0.264,123.957,0.016,203.976,0.008,5.452,5.981,4026.0
0.265,123.955,-0.018,203.971,-0.014,5.452,5.981,4026.0
0.266,123.954,0.02,203.967,0.056,5.452,5.981,4026.0
0.267,123.952,0.034,203.962,0.068,5.452,5.98,4026.0
0.268,123.95,-0.001,203.958,0.064,5.452,5.98,4026.0
0.269,123.949,-0.004,203.953,-0.002,5.452,5.98,4026.0
0.27,123.948,-0.046,203.952,-0.101,5.452,5.98,4025.0
0.271,123.947,-0.013,203.95,-0.077,5.451,5.98,4025.0
0.272,123.946,0.038,203.949,-0.015,5.451,5.98,4025.0
0.273,123.946,-0.012,203.947,0.055,5.451,5.98,4025.0
0.274,123.945,0.003,203.946,0.03,5.451,5.98,4025.0
0.275,123.944,0.01,203.944,0.011,5.451,5.98,4025.0
0.276,123.944,-0.026,203.943,-0.026,5.451,5.98,4025.0
0.277,123.943,0.015,203.941,-0.038,5.451,5.98,4025.0
0.278,123.942,0.015,203.94,0.049,5.451,5.98,4025.0
0.279,123.942,-0.015,203.938,0.0,5.451,5.98,4025.0
0.28,123.94,0.009,203.935,0.066,5.451,5.98,4025.0
0.281,123.939,0.0,203.931,0.052,5.451,5.98,4025.0
0.282,123.938,-0.01,203.928,-0.128,5.451,5.979,4025.0
0.283,123.937,-0.001,203.924,-0.034,5.451,5.979,4025.0
0.284,123.936,-0.008,203.921,0.005,5.451,5.979,4025.0
0.285,123.935,0.001,203.918,0.002,5.451,5.979,4024.0
0.286,123.934,0.001,203.914,0.036,5.451,5.979,4024.0
0.287,123.933,0.006,203.911,-0.021,5.451,5.979,4024.0
0.288,123.932,0.004,203.907,0.025,5.451,5.979,4024.0
0.289,123.931,0.003,203.904,0.018,5.451,5.979,4024.0
0.29,123.93,0.031,203.903,-0.004,5.451,5.979,4024.0
0.291,123.929,-0.016,203.901,-0.009,5.451,5.979,4024.0
0.292,123.928,-0.041,203.9,-0.02,5.451,5.979,4024.0
0.293,123.927,0.0,203.899,0.04,5.451,5.979,4024.0
0.294,123.926,0.006,203.898,0.008,5.451,5.979,4024.0
0.295,123.924,0.013,203.896,-0.024,5.45,5.979,4024.0
0.296,123.923,0.003,203.895,-0.003,5.45,5.979,4024.0
0.297,123.922,0.006,203.894,-0.014,5.45,5.978,4024.0
0.298,123.921,-0.013,203.892,-0.067,5.45,5.978,4024.0
0.299,123.92,-0.024,203.891,-0.038,5.45,5.978,4024.0
0.3,123.919,0.046,203.89,0.096,5.45,5.978,4024.0
0.301,123.918,0.022,203.889,0.087,5.45,5.978,4024.0
0.302,123.918,-0.042,203.888,0.019,5.45,5.978,4024.0
0.303,123.917,-0.023,203.888,-0.047,5.45,5.978,4024.0
0.304,123.916,0.012,203.887,-0.045,5.45,5.978,4024.0
0.305,123.915,0.009,203.886,-0.006,5.45,5.978,4024.0
0.306,123.914,-0.002,203.885,-0.027,5.45,5.978,4024.0
0.307,123.914,0.031,203.884,0.025,5.45,5.978,4024.0
0.308,123.913,0.01,203.883,-0.024,5.45,5.978,4024.0
0.309,123.912,-0.032,203.882,-0.018,5.45,5.978,4024.0
0.31,123.912,-0.039,203.882,0.068,5.45,5.978,4023.0
0.311,123.911,-0.013,203.881,0.004,5.45,5.978,4023.0
0.312,123.911,0.043,203.881,0.011,5.45,5.978,4023.0
0.313,123.91,0.023,203.88,0.005,5.45,5.978,4023.0
0.314,123.91,-0.007,203.88,-0.026,5.45,5.978,4023.0
0.315,123.909,-0.017,203.879,-0.017,5.45,5.978,4023.0
0.316,123.909,-0.002,203.879,-0.041,5.45,5.978,4023.0
0.317,123.908,0.022,203.878,-0.002,5.45,5.978,4023.0
0.318,123.908,-0.004,203.877,0.024,5.45,5.978,4023.0
0.319,123.907,0.014,203.877,0.017,5.45,5.978,4023.0
0.32,123.908,-0.007,203.874,0.057,5.45,5.978,4023.0
0.321,123.908,-0.04,203.872,0.036,5.45,5.978,4023.0
0.322,123.908,-0.004,203.869,-0.065,5.45,5.978,4023.0
0.323,123.908,0.006,203.867,-0.05,5.45,5.978,4023.0
0.324,123.909,0.014,203.864,0.002,5.45,5.978,4023.0
0.325,123.909,-0.003,203.862,0.004,5.45,5.978,4023.0
0.326,123.909,0.0,203.859,0.006,5.45,5.977,4023.0
0.327,123.909,0.011,203.857,-0.012,5.45,5.977,4023.0
0.328,123.91,0.001,203.854,0.027,5.45,5.977,4023.0
0.329,123.91,0.029,203.852,-0.015,5.45,5.977,4023.0
0.33,123.911,-0.016,203.853,-0.019,5.45,5.977,4023.0
0.331,123.911,-0.033,203.855,0.086,5.45,5.977,4023.0
0.332,123.912,0.023,203.856,0.015,5.45,5.977,4023.0
0.333,123.912,-0.001,203.858,-0.029,5.45,5.977,4023.0
0.334,123.913,-0.018,203.859,-0.019,5.45,5.977,4023.0
0.335,123.914,0.002,203.861,-0.054,5.45,5.978,4023.0
0.336,123.914,0.0,203.862,-0.01,5.45,5.978,4023.0
0.337,123.915,0.005,203.864,0.023,5.45,5.978,4023.0
0.338,123.916,-0.012,203.865,0.002,5.45,5.978,4023.0
0.339,123.916,-0.007,203.867,-0.001,5.45,5.978,4023.0
0.34,123.916,0.053,203.865,0.045,5.45,5.978,4023.0
0.341,123.915,0.011,203.863,0.041,5.45,5.978,4023.0
0.342,123.914,-0.053,203.861,-0.039,5.45,5.978,4023.0
0.343,123.914,0.003,203.86,-0.039,5.45,5.977,4023.0
0.344,123.913,0.016,203.858,0.01,5.45,5.977,4023.0
0.345,123.913,-0.02,203.856,0.002,5.45,5.977,4023.0
0.346,123.912,-0.002,203.855,-0.033,5.45,5.977,4023.0
0.347,123.911,0.015,203.853,-0.011,5.45,5.977,4023.0
0.348,123.911,0.002,203.851,0.046,5.45,5.977,4023.0
0.349,123.91,0.011,203.849,0.041,5.45,5.977,4023.0
0.35,123.91,0.015,203.849,0.019,5.45,5.977,4023.0
0.351,123.909,-0.034,203.848,-0.018,5.45,5.977,4023.0
0.352,123.909,-0.023,203.848,-0.05,5.45,5.977,4023.0
0.353,123.909,0.011,203.848,-0.024,5.45,5.977,4023.0
0.354,123.908,0.006,203.847,-0.022,5.45,5.977,4023.0
0.355,123.908,0.014,203.847,0.03,5.45,5.977,4023.0
0.356,123.907,0.0,203.846,0.068,5.45,5.977,4023.0
0.357,123.907,-0.002,203.846,-0.02,5.45,5.977,4023.0
0.358,123.907,0.009,203.846,-0.003,5.45,5.977,4023.0
0.359,123.906,0.001,203.845,0.027,5.45,5.977,4023.0
0.36,123.907,0.001,203.847,-0.076,5.45,5.977,4023.0
0.361,123.908,-0.011,203.848,-0.048,5.45,5.977,4023.0
0.362,123.908,-0.026,203.85,0.05,5.45,5.977,4023.0
0.363,123.909,-0.007,203.852,0.038,5.45,5.977,4023.0
0.364,123.91,0.025,203.853,0.043,5.45,5.977,4023.0
0.365,123.91,0.008,203.855,-0.006,5.45,5.977,4023.0
0.366,123.911,-0.005,203.857,-0.044,5.45,5.977,4023.0
0.367,123.911,0.008,203.858,-0.003,5.45,5.977,4023.0
0.368,123.912,0.016,203.86,-0.023,5.45,5.977,4023.0
0.369,123.913,0.008,203.862,0.041,5.45,5.978,4023.0
0.37,123.913,-0.05,203.866,-0.012,5.45,5.978,4023.0
0.371,123.914,-0.021,203.871,-0.082,5.45,5.978,4023.0
0.372,123.914,0.042,203.876,0.077,5.45,5.978,4023.0
0.373,123.915,0.016,203.881,0.043,5.45,5.978,4023.0
0.374,123.915,-0.001,203.885,-0.032,5.45,5.978,4023.0
0.375,123.916,-0.019,203.89,-0.004,5.45,5.978,4023.0
0.376,123.916,-0.014,203.895,-0.016,5.45,5.979,4023.0
0.377,123.917,0.004,203.9,0.007,5.45,5.979,4023.0
0.378,123.918,0.009,203.904,-0.03,5.45,5.979,4023.0
0.379,123.918,0.006,203.909,-0.014,5.45,5.979,4023.0
0.38,123.918,0.0,203.911,0.076,5.45,5.979,4023.0
0.381,123.919,0.029,203.914,0.062,5.45,5.979,4023.0
0.382,123.919,-0.005,203.916,-0.041,5.45,5.979,4023.0
0.383,123.919,-0.038,203.918,-0.071,5.45,5.979,4023.0
0.384,123.92,-0.007,203.92,-0.02,5.45,5.979,4023.0
0.385,123.92,-0.01,203.923,-0.022,5.45,5.979,4023.0
0.386,123.92,-0.009,203.925,0.0,5.45,5.979,4023.0
0.387,123.92,0.017,203.927,0.008,5.45,5.979,4023.0
0.388,123.921,0.037,203.929,0.058,5.45,5.98,4023.0
0.389,123.921,0.028,203.932,0.11,5.45,5.98,4023.0
0.39,123.923,0.001,203.937,-0.023,5.45,5.98,4023.0
0.391,123.925,-0.032,203.942,-0.067,5.451,5.98,4023.0
0.392,123.927,-0.038,203.947,-0.024,5.451,5.98,4023.0
0.393,123.929,-0.007,203.953,-0.042,5.451,5.98,4023.0
0.394,123.932,-0.003,203.958,-0.04,5.451,5.98,4023.0
0.395,123.934,0.004,203.963,-0.015,5.451,5.981,4023.0
0.396,123.936,0.022,203.969,0.072,5.451,5.981,4023.0
0.397,123.938,0.03,203.974,0.071,5.451,5.981,4023.0
0.398,123.94,0.002,203.979,0.008,5.451,5.981,4023.0
0.399,123.942,-0.029,203.984,0.006,5.451,5.981,4023.0
0.4,123.944,0.015,203.988,-0.027,5.451,5.981,4023.0
0.401,123.946,0.014,203.993,-0.031,5.451,5.981,4023.0
0.402,123.947,-0.037,203.997,-0.025,5.451,5.982,4023.0
0.403,123.949,-0.008,204.001,-0.027,5.452,5.982,4023.0
0.404,123.951,0.017,204.005,0.022,5.452,5.982,4023.0
0.405,123.952,-0.004,204.009,0.028,5.452,5.982,4023.0
0.406,123.954,0.004,204.013,0.005,5.452,5.982,4023.0
