TIME,POSITION,rho1,rho2,h,RMS_BASE,RMS_DIFF
240.75,-4.41,7.1249341733678495,7.289940845557067,3.579541839827426,0.08112466328098,0.08112466327316474
241.25,-4.83,7.150257797845287,7.337471944478941,3.9125042931647416,0.08081876870812162,0.08081876873842193
241.75,-4.62,7.172592940952603,7.385418017819595,4.240038312429157,0.08071202166101756,0.08071202167262159
242.25,-5.04,7.190125928473207,7.4303656516353715,4.513190161526037,0.08075957453224272,0.080759574498563
242.75,-4.83,7.205484420246011,7.473451008763824,4.7517680275448715,0.08088932867669699,0.08088932868507545
243.25,-5.25,7.2186917547764855,7.517131135750101,4.964988118158242,0.0810938863870696,0.08109388644879914
243.75,-5.04,7.229987977541308,7.5583502052727445,5.143837354945315,0.08133508976496073,0.08133508980895153
244.25,-5.46,7.241618894319217,7.603479845158822,5.327831714467535,0.08162228744848446,0.08162228748642257
244.75,-5.25,7.251950424374757,7.6426317628503675,5.4735723471082185,0.0818920526326635,0.0818920526269164
245.25,-5.67,7.264131387064217,7.689083690695513,5.648074362088179,0.08220517633590042,0.08220517637304668
245.75,-5.46,7.276245396756016,7.731689274349507,5.80439529977348,0.0824894441690602,0.08248944413139804
246.25,-5.88,7.290437826662629,7.781255814044447,5.991688402882566,0.08280394961599793,0.08280394957920771
246.75,-5.67,7.3047005623362455,7.8257624536264085,6.162976963816672,0.08306671817574623,0.08306671816195782
247.25,-6.09,7.322137328568189,7.887707892878825,6.402300762623765,0.08342496022941216,0.08342496029674028
247.75,-5.88,7.338965470400751,7.9462964688184465,6.626036622452384,0.08373791555814054,0.08373791558889797
